"sigma:0","sigma:1","sigma:2","sigma:3","sigma:4","sigma:5","arc_length","Points:0","Points:1","Points:2"
-4.9289e+07,2.7016e+05,4.7716e+07,-2.6541e+06,-4.2466e-09,-1.2158e-08,0.096,0,0.596,0
-4.8356e+07,4.4362e+05,4.8078e+07,-2.6978e+06,-4.162e-09,-1.1969e-08,0.0965,0,0.5965,0
-4.7422e+07,6.1709e+05,4.8441e+07,-2.7416e+06,-4.0773e-09,-1.1781e-08,0.097,0,0.597,0
-4.6488e+07,7.9057e+05,4.8804e+07,-2.7853e+06,-3.9927e-09,-1.1593e-08,0.0975,0,0.5975,0
-4.5555e+07,9.6402e+05,4.9166e+07,-2.8291e+06,-3.9081e-09,-1.1405e-08,0.098,0,0.598,0
-4.4621e+07,1.1375e+06,4.9529e+07,-2.8728e+06,-3.8234e-09,-1.1217e-08,0.0985,0,0.5985,0
-4.3688e+07,1.3109e+06,4.9891e+07,-2.9166e+06,-3.7388e-09,-1.1029e-08,0.099,0,0.599,0
-4.2754e+07,1.4844e+06,5.0254e+07,-2.9604e+06,-3.6541e-09,-1.0841e-08,0.0995,0,0.5995,0
-4.182e+07,1.6579e+06,5.0617e+07,-3.0041e+06,-3.5695e-09,-1.0652e-08,0.1,0,0.6,0
-4.0964e+07,1.8671e+06,5.0864e+07,-3.0408e+06,-3.423e-09,-1.059e-08,0.1005,0,0.6005,0
-4.0107e+07,2.0764e+06,5.1111e+07,-3.0776e+06,-3.2765e-09,-1.0528e-08,0.101,0,0.601,0
-3.925e+07,2.2856e+06,5.1358e+07,-3.1143e+06,-3.1299e-09,-1.0465e-08,0.1015,0,0.6015,0
-3.8393e+07,2.4949e+06,5.1605e+07,-3.151e+06,-2.9834e-09,-1.0403e-08,0.102,0,0.602,0
-3.7536e+07,2.7042e+06,5.1852e+07,-3.1877e+06,-2.8369e-09,-1.034e-08,0.1025,0,0.6025,0
-3.6679e+07,2.9134e+06,5.21e+07,-3.2244e+06,-2.6904e-09,-1.0278e-08,0.103,0,0.603,0
-3.5823e+07,3.1227e+06,5.2347e+07,-3.2611e+06,-2.5438e-09,-1.0215e-08,0.1035,0,0.6035,0
-3.4966e+07,3.3319e+06,5.2594e+07,-3.2979e+06,-2.3973e-09,-1.0153e-08,0.104,0,0.604,0
-3.4109e+07,3.5412e+06,5.2841e+07,-3.3346e+06,-2.2508e-09,-1.0091e-08,0.1045,0,0.6045,0
-3.3252e+07,3.7504e+06,5.3088e+07,-3.3713e+06,-2.1043e-09,-1.0028e-08,0.105,0,0.605,0
-3.2395e+07,3.9597e+06,5.3336e+07,-3.408e+06,-1.9578e-09,-9.9658e-09,0.1055,0,0.6055,0
-3.1538e+07,4.1689e+06,5.3583e+07,-3.4447e+06,-1.8112e-09,-9.9034e-09,0.106,0,0.606,0
-3.0681e+07,4.3782e+06,5.383e+07,-3.4815e+06,-1.6647e-09,-9.841e-09,0.1065,0,0.6065,0
-2.9825e+07,4.5874e+06,5.4077e+07,-3.5182e+06,-1.5182e-09,-9.7786e-09,0.107,0,0.607,0
-2.8968e+07,4.7967e+06,5.4324e+07,-3.5549e+06,-1.3717e-09,-9.7162e-09,0.1075,0,0.6075,0
-2.8111e+07,5.0059e+06,5.4571e+07,-3.5916e+06,-1.2252e-09,-9.6538e-09,0.108,0,0.608,0
-2.7254e+07,5.2152e+06,5.4819e+07,-3.6283e+06,-1.0786e-09,-9.5914e-09,0.1085,0,0.6085,0
-2.6397e+07,5.4245e+06,5.5066e+07,-3.6651e+06,-9.3209e-10,-9.5289e-09,0.109,0,0.609,0
-2.554e+07,5.6337e+06,5.5313e+07,-3.7018e+06,-7.8558e-10,-9.4665e-09,0.1095,0,0.6095,0
-2.4684e+07,5.843e+06,5.556e+07,-3.7385e+06,-6.3905e-10,-9.4041e-09,0.11,0,0.61,0
-2.3827e+07,6.0522e+06,5.5807e+07,-3.7752e+06,-4.9254e-10,-9.3417e-09,0.1105,0,0.6105,0
-2.297e+07,6.2615e+06,5.6054e+07,-3.8119e+06,-3.4601e-10,-9.2793e-09,0.111,0,0.611,0
-2.2113e+07,6.4707e+06,5.6302e+07,-3.8486e+06,-1.9949e-10,-9.2169e-09,0.1115,0,0.6115,0
-2.1256e+07,6.68e+06,5.6549e+07,-3.8854e+06,-5.2974e-11,-9.1545e-09,0.112,0,0.612,0
-2.0399e+07,6.8892e+06,5.6796e+07,-3.9221e+06,9.3555e-11,-9.0921e-09,0.1125,0,0.6125,0
-1.9543e+07,7.0985e+06,5.7043e+07,-3.9588e+06,2.4007e-10,-9.0297e-09,0.113,0,0.613,0
-1.8686e+07,7.3078e+06,5.729e+07,-3.9955e+06,3.866e-10,-8.9672e-09,0.1135,0,0.6135,0
-1.7829e+07,7.517e+06,5.7538e+07,-4.0322e+06,5.3312e-10,-8.9048e-09,0.114,0,0.614,0
-1.6972e+07,7.7263e+06,5.7785e+07,-4.069e+06,6.7964e-10,-8.8424e-09,0.1145,0,0.6145,0
-1.6115e+07,7.9355e+06,5.8032e+07,-4.1057e+06,8.2616e-10,-8.78e-09,0.115,0,0.615,0
-1.5258e+07,8.1448e+06,5.8279e+07,-4.1424e+06,9.7268e-10,-8.7176e-09,0.1155,0,0.6155,0
-1.4402e+07,8.354e+06,5.8526e+07,-4.1791e+06,1.1192e-09,-8.6552e-09,0.116,0,0.616,0
-1.3545e+07,8.5633e+06,5.8773e+07,-4.2158e+06,1.2657e-09,-8.5928e-09,0.1165,0,0.6165,0
-1.2688e+07,8.7725e+06,5.9021e+07,-4.2525e+06,1.4122e-09,-8.5304e-09,0.117,0,0.617,0
-1.1831e+07,8.9818e+06,5.9268e+07,-4.2893e+06,1.5588e-09,-8.4679e-09,0.1175,0,0.6175,0
-1.0974e+07,9.191e+06,5.9515e+07,-4.326e+06,1.7053e-09,-8.4055e-09,0.118,0,0.618,0
-1.0117e+07,9.4003e+06,5.9762e+07,-4.3627e+06,1.8518e-09,-8.3431e-09,0.1185,0,0.6185,0
-9.2605e+06,9.6096e+06,6.0009e+07,-4.3994e+06,1.9983e-09,-8.2807e-09,0.119,0,0.619,0
-8.4037e+06,9.8188e+06,6.0256e+07,-4.4361e+06,2.1449e-09,-8.2183e-09,0.1195,0,0.6195,0
-7.5468e+06,1.0028e+07,6.0504e+07,-4.4729e+06,2.2914e-09,-8.1559e-09,0.12,0,0.62,0
-6.6899e+06,1.0237e+07,6.0751e+07,-4.5096e+06,2.4379e-09,-8.0935e-09,0.1205,0,0.6205,0
-5.8332e+06,1.0447e+07,6.0998e+07,-4.5463e+06,2.5844e-09,-8.0311e-09,0.121,0,0.621,0
-4.9763e+06,1.0656e+07,6.1245e+07,-4.583e+06,2.731e-09,-7.9687e-09,0.1215,0,0.6215,0
-4.1195e+06,1.0865e+07,6.1492e+07,-4.6197e+06,2.8775e-09,-7.9062e-09,0.122,0,0.622,0
-3.2626e+06,1.1074e+07,6.174e+07,-4.6564e+06,3.024e-09,-7.8438e-09,0.1225,0,0.6225,0
-2.4057e+06,1.1284e+07,6.1987e+07,-4.6932e+06,3.1705e-09,-7.7814e-09,0.123,0,0.623,0
-1.549e+06,1.1493e+07,6.2234e+07,-4.7299e+06,3.317e-09,-7.719e-09,0.1235,0,0.6235,0
-6.9209e+05,1.1702e+07,6.2481e+07,-4.7666e+06,3.4636e-09,-7.6566e-09,0.124,0,0.624,0
1.6469e+05,1.1911e+07,6.2728e+07,-4.8033e+06,3.6101e-09,-7.5942e-09,0.1245,0,0.6245,0
1.0216e+06,1.2121e+07,6.2975e+07,-4.84e+06,3.7566e-09,-7.5318e-09,0.125,0,0.625,0
1.7313e+06,1.2361e+07,6.3068e+07,-4.809e+06,3.8372e-09,-7.4389e-09,0.1255,0,0.6255,0
2.4409e+06,1.2601e+07,6.3161e+07,-4.778e+06,3.9177e-09,-7.346e-09,0.126,0,0.626,0
3.1506e+06,1.2841e+07,6.3253e+07,-4.747e+06,3.9983e-09,-7.2531e-09,0.1265,0,0.6265,0
3.8602e+06,1.308e+07,6.3346e+07,-4.716e+06,4.0788e-09,-7.1602e-09,0.127,0,0.627,0
4.5699e+06,1.332e+07,6.3438e+07,-4.685e+06,4.1593e-09,-7.0673e-09,0.1275,0,0.6275,0
5.2796e+06,1.356e+07,6.3531e+07,-4.654e+06,4.2399e-09,-6.9744e-09,0.128,0,0.628,0
5.9892e+06,1.38e+07,6.3624e+07,-4.623e+06,4.3204e-09,-6.8815e-09,0.1285,0,0.6285,0
6.6989e+06,1.404e+07,6.3716e+07,-4.592e+06,4.401e-09,-6.7886e-09,0.129,0,0.629,0
7.4085e+06,1.428e+07,6.3809e+07,-4.561e+06,4.4815e-09,-6.6957e-09,0.1295,0,0.6295,0
8.1182e+06,1.452e+07,6.3902e+07,-4.53e+06,4.5621e-09,-6.6029e-09,0.13,0,0.63,0
8.8279e+06,1.476e+07,6.3994e+07,-4.499e+06,4.6426e-09,-6.51e-09,0.1305,0,0.6305,0
9.5375e+06,1.5e+07,6.4087e+07,-4.468e+06,4.7232e-09,-6.4171e-09,0.131,0,0.631,0
1.0247e+07,1.524e+07,6.4179e+07,-4.437e+06,4.8037e-09,-6.3242e-09,0.1315,0,0.6315,0
1.0957e+07,1.548e+07,6.4272e+07,-4.406e+06,4.8843e-09,-6.2313e-09,0.132,0,0.632,0
1.1667e+07,1.572e+07,6.4365e+07,-4.375e+06,4.9648e-09,-6.1384e-09,0.1325,0,0.6325,0
1.2376e+07,1.596e+07,6.4457e+07,-4.344e+06,5.0454e-09,-6.0455e-09,0.133,0,0.633,0
1.3086e+07,1.62e+07,6.455e+07,-4.313e+06,5.1259e-09,-5.9526e-09,0.1335,0,0.6335,0
1.3796e+07,1.644e+07,6.4642e+07,-4.282e+06,5.2065e-09,-5.8597e-09,0.134,0,0.634,0
1.4505e+07,1.668e+07,6.4735e+07,-4.251e+06,5.287e-09,-5.7668e-09,0.1345,0,0.6345,0
1.5215e+07,1.692e+07,6.4828e+07,-4.22e+06,5.3676e-09,-5.6739e-09,0.135,0,0.635,0
1.5925e+07,1.716e+07,6.492e+07,-4.189e+06,5.4481e-09,-5.581e-09,0.1355,0,0.6355,0
1.6634e+07,1.74e+07,6.5013e+07,-4.158e+06,5.5287e-09,-5.4882e-09,0.136,0,0.636,0
1.7344e+07,1.764e+07,6.5106e+07,-4.1269e+06,5.6092e-09,-5.3953e-09,0.1365,0,0.6365,0
1.8054e+07,1.788e+07,6.5198e+07,-4.0959e+06,5.6898e-09,-5.3024e-09,0.137,0,0.637,0
1.8763e+07,1.812e+07,6.5291e+07,-4.0649e+06,5.7703e-09,-5.2095e-09,0.1375,0,0.6375,0
1.9473e+07,1.836e+07,6.5383e+07,-4.0339e+06,5.8509e-09,-5.1166e-09,0.138,0,0.638,0
2.0182e+07,1.86e+07,6.5476e+07,-4.0029e+06,5.9314e-09,-5.0237e-09,0.1385,0,0.6385,0
2.0892e+07,1.884e+07,6.5569e+07,-3.9719e+06,6.012e-09,-4.9308e-09,0.139,0,0.639,0
2.1602e+07,1.908e+07,6.5661e+07,-3.9409e+06,6.0925e-09,-4.8379e-09,0.1395,0,0.6395,0
2.2311e+07,1.932e+07,6.5754e+07,-3.9099e+06,6.1731e-09,-4.745e-09,0.14,0,0.64,0
2.3021e+07,1.956e+07,6.5846e+07,-3.8789e+06,6.2536e-09,-4.6521e-09,0.1405,0,0.6405,0
2.3731e+07,1.98e+07,6.5939e+07,-3.8479e+06,6.3342e-09,-4.5592e-09,0.141,0,0.641,0
2.444e+07,2.004e+07,6.6032e+07,-3.8169e+06,6.4147e-09,-4.4663e-09,0.1415,0,0.6415,0
2.515e+07,2.028e+07,6.6124e+07,-3.7859e+06,6.4953e-09,-4.3734e-09,0.142,0,0.642,0
2.586e+07,2.0519e+07,6.6217e+07,-3.7549e+06,6.5758e-09,-4.2806e-09,0.1425,0,0.6425,0
2.6569e+07,2.0759e+07,6.6309e+07,-3.7239e+06,6.6564e-09,-4.1877e-09,0.143,0,0.643,0
2.7279e+07,2.0999e+07,6.6402e+07,-3.6929e+06,6.7369e-09,-4.0948e-09,0.1435,0,0.6435,0
2.7989e+07,2.1239e+07,6.6495e+07,-3.6619e+06,6.8175e-09,-4.0019e-09,0.144,0,0.644,0
2.8698e+07,2.1479e+07,6.6587e+07,-3.6309e+06,6.898e-09,-3.909e-09,0.1445,0,0.6445,0
2.9408e+07,2.1719e+07,6.668e+07,-3.5999e+06,6.9785e-09,-3.8161e-09,0.145,0,0.645,0
3.0118e+07,2.1959e+07,6.6773e+07,-3.5689e+06,7.0591e-09,-3.7232e-09,0.1455,0,0.6455,0
3.0827e+07,2.2199e+07,6.6865e+07,-3.5379e+06,7.1397e-09,-3.6303e-09,0.146,0,0.646,0
3.1537e+07,2.2439e+07,6.6958e+07,-3.5069e+06,7.2202e-09,-3.5374e-09,0.1465,0,0.6465,0
3.2247e+07,2.2679e+07,6.705e+07,-3.4759e+06,7.3007e-09,-3.4445e-09,0.147,0,0.647,0
3.2956e+07,2.2919e+07,6.7143e+07,-3.4449e+06,7.3813e-09,-3.3516e-09,0.1475,0,0.6475,0
3.3666e+07,2.3159e+07,6.7236e+07,-3.4139e+06,7.4618e-09,-3.2587e-09,0.148,0,0.648,0
3.4376e+07,2.3399e+07,6.7328e+07,-3.3828e+06,7.5424e-09,-3.1658e-09,0.1485,0,0.6485,0
3.5085e+07,2.3639e+07,6.7421e+07,-3.3518e+06,7.6229e-09,-3.073e-09,0.149,0,0.649,0
3.5795e+07,2.3879e+07,6.7513e+07,-3.3208e+06,7.7035e-09,-2.9801e-09,0.1495,0,0.6495,0
3.6505e+07,2.4119e+07,6.7606e+07,-3.2898e+06,7.784e-09,-2.8872e-09,0.15,0,0.65,0
3.7002e+07,2.4338e+07,6.76e+07,-3.2844e+06,7.5819e-09,-2.8879e-09,0.1505,0,0.6505,0
3.75e+07,2.4557e+07,6.7594e+07,-3.2789e+06,7.3797e-09,-2.8886e-09,0.151,0,0.651,0
3.7998e+07,2.4777e+07,6.7588e+07,-3.2734e+06,7.1776e-09,-2.8894e-09,0.1515,0,0.6515,0
3.8495e+07,2.4996e+07,6.7582e+07,-3.2679e+06,6.9755e-09,-2.8901e-09,0.152,0,0.652,0
3.8993e+07,2.5215e+07,6.7576e+07,-3.2625e+06,6.7733e-09,-2.8908e-09,0.1525,0,0.6525,0
3.949e+07,2.5434e+07,6.757e+07,-3.257e+06,6.5712e-09,-2.8915e-09,0.153,0,0.653,0
3.9988e+07,2.5653e+07,6.7564e+07,-3.2515e+06,6.369e-09,-2.8923e-09,0.1535,0,0.6535,0
4.0486e+07,2.5873e+07,6.7558e+07,-3.2461e+06,6.1669e-09,-2.893e-09,0.154,0,0.654,0
4.0983e+07,2.6092e+07,6.7552e+07,-3.2406e+06,5.9648e-09,-2.8937e-09,0.1545,0,0.6545,0
4.1481e+07,2.6311e+07,6.7546e+07,-3.2351e+06,5.7626e-09,-2.8944e-09,0.155,0,0.655,0
4.1979e+07,2.653e+07,6.754e+07,-3.2296e+06,5.5605e-09,-2.8952e-09,0.1555,0,0.6555,0
4.2476e+07,2.6749e+07,6.7534e+07,-3.2242e+06,5.3584e-09,-2.8959e-09,0.156,0,0.656,0
4.2974e+07,2.6968e+07,6.7528e+07,-3.2187e+06,5.1562e-09,-2.8966e-09,0.1565,0,0.6565,0
4.3471e+07,2.7188e+07,6.7522e+07,-3.2132e+06,4.9541e-09,-2.8974e-09,0.157,0,0.657,0
4.3969e+07,2.7407e+07,6.7516e+07,-3.2077e+06,4.7519e-09,-2.8981e-09,0.1575,0,0.6575,0
4.4467e+07,2.7626e+07,6.751e+07,-3.2023e+06,4.5498e-09,-2.8988e-09,0.158,0,0.658,0
4.4964e+07,2.7845e+07,6.7504e+07,-3.1968e+06,4.3477e-09,-2.8995e-09,0.1585,0,0.6585,0
4.5462e+07,2.8064e+07,6.7498e+07,-3.1913e+06,4.1455e-09,-2.9003e-09,0.159,0,0.659,0
4.596e+07,2.8284e+07,6.7492e+07,-3.1858e+06,3.9434e-09,-2.901e-09,0.1595,0,0.6595,0
4.6457e+07,2.8503e+07,6.7486e+07,-3.1804e+06,3.7412e-09,-2.9017e-09,0.16,0,0.66,0
4.6955e+07,2.8722e+07,6.748e+07,-3.1749e+06,3.5391e-09,-2.9024e-09,0.1605,0,0.6605,0
4.7452e+07,2.8941e+07,6.7474e+07,-3.1694e+06,3.337e-09,-2.9032e-09,0.161,0,0.661,0
4.795e+07,2.916e+07,6.7468e+07,-3.164e+06,3.1348e-09,-2.9039e-09,0.1615,0,0.6615,0
4.8448e+07,2.938e+07,6.7462e+07,-3.1585e+06,2.9327e-09,-2.9046e-09,0.162,0,0.662,0
4.8945e+07,2.9599e+07,6.7456e+07,-3.153e+06,2.7305e-09,-2.9054e-09,0.1625,0,0.6625,0
4.9443e+07,2.9818e+07,6.745e+07,-3.1475e+06,2.5284e-09,-2.9061e-09,0.163,0,0.663,0
4.9941e+07,3.0037e+07,6.7444e+07,-3.1421e+06,2.3263e-09,-2.9068e-09,0.1635,0,0.6635,0
5.0438e+07,3.0256e+07,6.7438e+07,-3.1366e+06,2.1241e-09,-2.9075e-09,0.164,0,0.664,0
5.0936e+07,3.0476e+07,6.7431e+07,-3.1311e+06,1.922e-09,-2.9083e-09,0.1645,0,0.6645,0
5.1433e+07,3.0695e+07,6.7425e+07,-3.1256e+06,1.7199e-09,-2.909e-09,0.165,0,0.665,0
5.1931e+07,3.0914e+07,6.7419e+07,-3.1202e+06,1.5177e-09,-2.9097e-09,0.1655,0,0.6655,0
5.2429e+07,3.1133e+07,6.7413e+07,-3.1147e+06,1.3156e-09,-2.9104e-09,0.166,0,0.666,0
5.2926e+07,3.1352e+07,6.7407e+07,-3.1092e+06,1.1135e-09,-2.9112e-09,0.1665,0,0.6665,0
5.3424e+07,3.1572e+07,6.7401e+07,-3.1038e+06,9.1131e-10,-2.9119e-09,0.167,0,0.667,0
5.3922e+07,3.1791e+07,6.7395e+07,-3.0983e+06,7.0916e-10,-2.9126e-09,0.1675,0,0.6675,0
5.4419e+07,3.201e+07,6.7389e+07,-3.0928e+06,5.0703e-10,-2.9134e-09,0.168,0,0.668,0
5.4917e+07,3.2229e+07,6.7383e+07,-3.0873e+06,3.0489e-10,-2.9141e-09,0.1685,0,0.6685,0
5.5414e+07,3.2448e+07,6.7377e+07,-3.0819e+06,1.0274e-10,-2.9148e-09,0.169,0,0.669,0
5.5912e+07,3.2667e+07,6.7371e+07,-3.0764e+06,-9.9386e-11,-2.9155e-09,0.1695,0,0.6695,0
5.641e+07,3.2887e+07,6.7365e+07,-3.0709e+06,-3.0153e-10,-2.9163e-09,0.17,0,0.67,0
5.6907e+07,3.3106e+07,6.7359e+07,-3.0654e+06,-5.0366e-10,-2.917e-09,0.1705,0,0.6705,0
5.7405e+07,3.3325e+07,6.7353e+07,-3.06e+06,-7.0581e-10,-2.9177e-09,0.171,0,0.671,0
5.7903e+07,3.3544e+07,6.7347e+07,-3.0545e+06,-9.0795e-10,-2.9184e-09,0.1715,0,0.6715,0
5.84e+07,3.3763e+07,6.7341e+07,-3.049e+06,-1.1101e-09,-2.9192e-09,0.172,0,0.672,0
5.8898e+07,3.3983e+07,6.7335e+07,-3.0436e+06,-1.3122e-09,-2.9199e-09,0.1725,0,0.6725,0
5.9395e+07,3.4202e+07,6.7329e+07,-3.0381e+06,-1.5144e-09,-2.9206e-09,0.173,0,0.673,0
5.9893e+07,3.4421e+07,6.7323e+07,-3.0326e+06,-1.7165e-09,-2.9214e-09,0.1735,0,0.6735,0
6.0391e+07,3.464e+07,6.7317e+07,-3.0271e+06,-1.9186e-09,-2.9221e-09,0.174,0,0.674,0
6.0888e+07,3.4859e+07,6.7311e+07,-3.0217e+06,-2.1208e-09,-2.9228e-09,0.1745,0,0.6745,0
6.1386e+07,3.5079e+07,6.7305e+07,-3.0162e+06,-2.3229e-09,-2.9235e-09,0.175,0,0.675,0
6.1772e+07,3.5209e+07,6.7124e+07,-2.9884e+06,-2.3146e-09,-2.9038e-09,0.1755,0,0.6755,0
6.2157e+07,3.5339e+07,6.6944e+07,-2.9606e+06,-2.3062e-09,-2.8841e-09,0.176,0,0.676,0
6.2543e+07,3.5469e+07,6.6763e+07,-2.9328e+06,-2.2979e-09,-2.8644e-09,0.1765,0,0.6765,0
6.2929e+07,3.5599e+07,6.6582e+07,-2.905e+06,-2.2896e-09,-2.8447e-09,0.177,0,0.677,0
6.3315e+07,3.5729e+07,6.6402e+07,-2.8772e+06,-2.2812e-09,-2.825e-09,0.1775,0,0.6775,0
6.3701e+07,3.5859e+07,6.6221e+07,-2.8494e+06,-2.2729e-09,-2.8053e-09,0.178,0,0.678,0
6.4086e+07,3.5989e+07,6.604e+07,-2.8216e+06,-2.2645e-09,-2.7855e-09,0.1785,0,0.6785,0
6.4472e+07,3.6119e+07,6.586e+07,-2.7938e+06,-2.2562e-09,-2.7658e-09,0.179,0,0.679,0
6.4858e+07,3.6249e+07,6.5679e+07,-2.766e+06,-2.2479e-09,-2.7461e-09,0.1795,0,0.6795,0
6.5244e+07,3.638e+07,6.5498e+07,-2.7382e+06,-2.2395e-09,-2.7264e-09,0.18,0,0.68,0
6.563e+07,3.651e+07,6.5318e+07,-2.7104e+06,-2.2312e-09,-2.7067e-09,0.1805,0,0.6805,0
6.6015e+07,3.664e+07,6.5137e+07,-2.6826e+06,-2.2228e-09,-2.687e-09,0.181,0,0.681,0
6.6401e+07,3.677e+07,6.4956e+07,-2.6548e+06,-2.2145e-09,-2.6673e-09,0.1815,0,0.6815,0
6.6787e+07,3.69e+07,6.4776e+07,-2.627e+06,-2.2062e-09,-2.6475e-09,0.182,0,0.682,0
6.7173e+07,3.703e+07,6.4595e+07,-2.5992e+06,-2.1978e-09,-2.6278e-09,0.1825,0,0.6825,0
6.7559e+07,3.716e+07,6.4414e+07,-2.5714e+06,-2.1895e-09,-2.6081e-09,0.183,0,0.683,0
6.7944e+07,3.729e+07,6.4234e+07,-2.5436e+06,-2.1811e-09,-2.5884e-09,0.1835,0,0.6835,0
6.833e+07,3.742e+07,6.4053e+07,-2.5158e+06,-2.1728e-09,-2.5687e-09,0.184,0,0.684,0
6.8716e+07,3.755e+07,6.3872e+07,-2.488e+06,-2.1645e-09,-2.549e-09,0.1845,0,0.6845,0
6.9102e+07,3.768e+07,6.3692e+07,-2.4602e+06,-2.1561e-09,-2.5293e-09,0.185,0,0.685,0
6.9488e+07,3.7811e+07,6.3511e+07,-2.4324e+06,-2.1478e-09,-2.5096e-09,0.1855,0,0.6855,0
6.9873e+07,3.7941e+07,6.333e+07,-2.4046e+06,-2.1395e-09,-2.4898e-09,0.186,0,0.686,0
7.0259e+07,3.8071e+07,6.315e+07,-2.3768e+06,-2.1311e-09,-2.4701e-09,0.1865,0,0.6865,0
7.0645e+07,3.8201e+07,6.2969e+07,-2.3491e+06,-2.1228e-09,-2.4504e-09,0.187,0,0.687,0
7.1031e+07,3.8331e+07,6.2788e+07,-2.3213e+06,-2.1144e-09,-2.4307e-09,0.1875,0,0.6875,0
7.1417e+07,3.8461e+07,6.2607e+07,-2.2935e+06,-2.1061e-09,-2.411e-09,0.188,0,0.688,0
7.1802e+07,3.8591e+07,6.2427e+07,-2.2657e+06,-2.0978e-09,-2.3913e-09,0.1885,0,0.6885,0
7.2188e+07,3.8721e+07,6.2246e+07,-2.2379e+06,-2.0894e-09,-2.3716e-09,0.189,0,0.689,0
7.2574e+07,3.8851e+07,6.2065e+07,-2.2101e+06,-2.0811e-09,-2.3519e-09,0.1895,0,0.6895,0
7.296e+07,3.8981e+07,6.1885e+07,-2.1823e+06,-2.0727e-09,-2.3321e-09,0.19,0,0.69,0
7.3346e+07,3.9111e+07,6.1704e+07,-2.1545e+06,-2.0644e-09,-2.3124e-09,0.1905,0,0.6905,0
7.3731e+07,3.9242e+07,6.1523e+07,-2.1267e+06,-2.0561e-09,-2.2927e-09,0.191,0,0.691,0
7.4117e+07,3.9372e+07,6.1343e+07,-2.0989e+06,-2.0477e-09,-2.273e-09,0.1915,0,0.6915,0
7.4503e+07,3.9502e+07,6.1162e+07,-2.0711e+06,-2.0394e-09,-2.2533e-09,0.192,0,0.692,0
7.4889e+07,3.9632e+07,6.0981e+07,-2.0433e+06,-2.031e-09,-2.2336e-09,0.1925,0,0.6925,0
7.5275e+07,3.9762e+07,6.0801e+07,-2.0155e+06,-2.0227e-09,-2.2139e-09,0.193,0,0.693,0
7.566e+07,3.9892e+07,6.062e+07,-1.9877e+06,-2.0144e-09,-2.1941e-09,0.1935,0,0.6935,0
7.6046e+07,4.0022e+07,6.0439e+07,-1.9599e+06,-2.006e-09,-2.1744e-09,0.194,0,0.694,0
7.6432e+07,4.0152e+07,6.0259e+07,-1.9321e+06,-1.9977e-09,-2.1547e-09,0.1945,0,0.6945,0
